수출금액지수,수입금액지수,수출물가지수(원화기준),수출물가지수(계약통화기준),수출물가지수(달러기준),수입물가지수(원화기준),수입물가지수(계약통화기준),수입물가지수(달러기준),DATE
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-11
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-12
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-13
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-14
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-15
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-16
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-17
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-18
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-19
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-20
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-21
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-22
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-23
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-24
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-25
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-26
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-27
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-28
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-29
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-30
13.95,13.87,108.2,181.56,179.6,47.91,80.66,79.71,1989-12-31
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-01
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-02
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-03
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-04
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-05
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-06
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-07
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-08
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-09
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-10
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-11
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-12
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-13
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-14
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-15
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-16
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-17
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-18
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-19
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-20
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-21
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-22
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-23
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-24
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-25
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-26
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-27
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-28
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-29
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-30
9.48,11.69,110,183.74,181.78,47.53,79.7,78.73,1990-01-31
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-01
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-02
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-03
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-04
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-05
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-06
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-07
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-08
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-09
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-10
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-11
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-12
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-13
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-14
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-15
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-16
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-17
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-18
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-19
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-20
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-21
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-22
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-23
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-24
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-25
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-26
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-27
10.98,13.4,110.12,183.37,181.42,47.47,79.29,78.33,1990-02-28
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-01
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-02
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-03
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-04
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-05
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-06
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-07
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-08
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-09
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-10
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-11
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-12
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-13
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-14
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-15
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-16
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-17
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-18
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-19
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-20
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-21
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-22
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-23
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-24
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-25
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-26
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-27
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-28
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-29
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-30
12.58,14.95,110.29,182.92,180.94,47.8,79.42,78.42,1990-03-31
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-01
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-02
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-03
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-04
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-05
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-06
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-07
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-08
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-09
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-10
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-11
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-12
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-13
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-14
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-15
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-16
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-17
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-18
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-19
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-20
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-21
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-22
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-23
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-24
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-25
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-26
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-27
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-28
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-29
11.64,13.36,110.91,182.93,180.99,48.02,79.28,78.31,1990-04-30
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-01
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-02
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-03
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-04
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-05
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-06
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-07
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-08
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-09
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-10
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-11
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-12
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-13
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-14
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-15
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-16
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-17
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-18
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-19
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-20
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-21
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-22
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-23
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-24
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-25
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-26
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-27
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-28
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-29
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-30
12.4,15.08,111.85,183.39,181.4,47.71,78.54,77.56,1990-05-31
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-01
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-02
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-03
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-04
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-05
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-06
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-07
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-08
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-09
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-10
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-11
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-12
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-13
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-14
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-15
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-16
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-17
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-18
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-19
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-20
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-21
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-22
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-23
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-24
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-25
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-26
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-27
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-28
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-29
13.03,13.61,112.29,183.06,181.06,47.56,77.93,76.97,1990-06-30
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-01
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-02
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-03
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-04
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-05
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-06
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-07
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-08
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-09
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-10
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-11
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-12
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-13
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-14
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-15
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-16
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-17
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-18
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-19
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-20
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-21
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-22
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-23
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-24
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-25
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-26
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-27
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-28
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-29
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-30
12.81,13.19,112.62,182.64,180.66,47.5,77.61,76.63,1990-07-31
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-01
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-02
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-03
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-04
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-05
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-06
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-07
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-08
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-09
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-10
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-11
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-12
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-13
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-14
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-15
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-16
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-17
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-18
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-19
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-20
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-21
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-22
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-23
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-24
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-25
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-26
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-27
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-28
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-29
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-30
12.44,14.11,112.81,182.57,180.57,48.45,79.11,78.12,1990-08-31
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-01
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-02
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-03
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-04
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-05
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-06
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-07
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-08
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-09
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-10
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-11
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-12
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-13
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-14
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-15
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-16
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-17
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-18
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-19
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-20
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-21
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-22
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-23
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-24
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-25
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-26
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-27
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-28
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-29
14.21,15.26,112.98,182.66,180.67,51.68,84.23,83.19,1990-09-30
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-01
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-02
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-03
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-04
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-05
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-06
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-07
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-08
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-09
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-10
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-11
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-12
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-13
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-14
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-15
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-16
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-17
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-18
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-19
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-20
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-21
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-22
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-23
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-24
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-25
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-26
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-27
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-28
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-29
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-30
11.88,15.17,112.71,182.09,180.11,54.5,88.77,87.67,1990-10-31
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-01
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-02
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-03
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-04
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-05
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-06
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-07
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-08
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-09
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-10
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-11
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-12
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-13
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-14
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-15
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-16
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-17
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-18
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-19
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-20
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-21
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-22
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-23
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-24
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-25
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-26
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-27
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-28
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-29
13.66,19.08,112.46,181.49,179.59,54.66,88.98,87.9,1990-11-30
15.1,16.5,112.5,181.39,179.5,53.24,86.5,85.52,1990-12-01
15.1,16.5,112.5,181.39,179.5,53.24,86.5,85.52,1990-12-02
15.1,16.5,112.5,181.39,179.5,53.24,86.5,85.52,1990-12-03
